datetime,open,high,low,close,volume
4/13/2026,609.56,617.96002,608.10999,617.39001,32287760
4/10/2026,611.84003,613.66998,609.58002,611.070007,34038500
4/9/2026,605.92999,610.5,603.030029,610.19,37837500
4/8/2026,608.71002,609.90002,602.12,606.090027,63086000
4/7/2026,585.64001,588.97998,578.40002,588.59003,49948200
4/6/2026,586.22998,590.60999,584.69,588.5,35108500
4/2/2026,573.96997,586.049988,571.91998,584.97998,50941700
4/1/2026,581.47998,587.73999,580.41998,584.31,79435100
3/31/2026,564.28998,578.64001,564.21002,577.17999,95878000
3/30/2026,567.38,568.049988,555.59998,558.28003,70602600
3/27/2026,570.81,571.02002,561.57001,562.58002,82702200
3/26/2026,582.59998,584.63,573.42999,573.78998,81492100
3/25/2026,589.14001,591.37,585.69,587.82001,60475500
3/24/2026,584.81,587.92999,581.92999,583.97998,57750900
3/23/2026,590.52002,595.080017,585.96002,588,89936100
3/20/2026,591.059998,591.16998,578.53998,582.059998,91964700
3/19/2026,589.51001,595.79999,587.080017,593.02002,75597600
3/18/2026,601.48999,603.15997,594.56,594.90002,56128000
3/17/2026,603.14001,605.90002,601.87,603.31,47106600
3/16/2026,600.039978,603.85999,599.10999,600.38,49077200
3/13/2026,599.72998,603.59998,592.57001,593.71997,63145500
3/12/2026,602.76001,604.14001,597.049988,597.26001,71836600
3/11/2026,608.95001,612.42999,605.030029,607.69,60114800
3/10/2026,607.78003,613.28998,605.41998,607.77002,64078900
3/9/2026,594.22998,609.27002,591.33002,607.76001,93068200
3/6/2026,600.31,606,598.33002,599.75,86302300
3/5/2026,607.40002,612.76001,602.26001,608.90997,89602400
3/4/2026,604.15997,612.88,603.42999,610.75,70943900
3/3/2026,596.33002,603.96002,591.87,601.58002,97015500
3/2/2026,598.85999,609.91998,597.98999,608.090027,75264600
2/27/2026,602.97998,608.32001,602.19,607.28998,68125200
2/26/2026,615.59003,615.59003,603.97998,609.23999,96178900
2/25/2026,611.070007,616.83002,611,616.67999,55710700
2/24/2026,602.40002,608.98999,599.72998,607.87,55023700
2/23/2026,606.60999,608.01001,599.049988,601.40997,63859100
2/20/2026,600.12,610.34998,599.22998,608.81,74127300
2/19/2026,602.81,605.82001,600.75,603.46997,60960800
2/18/2026,602.10999,609.77002,600.71997,605.78998,64250700
2/17/2026,598.38,603.95001,593.34003,601.29999,69013800
2/13/2026,600.42999,606.47998,596.41998,601.91998,69237500
2/12/2026,614.71002,615.81,599.57001,600.64001,81378900
2/11/2026,616.38,617.52002,607.69,613.10999,58575100
2/10/2026,615.31,617.02002,611.01001,611.46997,53938900
2/9/2026,607.53998,616.46002,605.070007,614.32001,56797600
2/6/2026,600.19,611.40997,598.77002,609.65002,78019300
2/5/2026,600.21002,604.81,594.76001,597.030029,89354500
2/4/2026,615.02002,615.099976,600.46997,605.75,81850700
2/3/2026,628.29999,629.97998,610.96002,616.52002,81234000
2/2/2026,618.70001,628.48999,618.65997,626.14001,49020300
1/30/2026,625.71002,628.26001,619.29999,621.87,65650700
1/29/2026,632.65002,633.66998,618.27002,629.42999,79944000
1/28/2026,635.46002,636.59998,631.81,633.21997,50691700
1/27/2026,628.90997,632.039978,627.34003,631.13,38997200
1/26/2026,623.21002,627.60999,622.12,625.46002,35983000
